Id,Prediction
223,3834527.94
224,5162424.21
225,4368683.1
226,3392994.68
227,7688838.22
228,3627094.67
229,5425711.81
230,4203459.41
231,6893183.68
232,7338657.62
233,4137631.63
234,4439350.73
235,4906716.17
236,5232097.85
237,3070775.7
238,4990893.42
239,4515838.99
240,4605699.94
241,4151978.84
242,3851558.43
243,4403462.57
244,5081545.07
245,4871475.15
246,3687931.84
247,4407624.56
248,4337394.11
249,3759058.39
250,4208457.65
251,4275812.83
252,5327160.79
253,4114867.86
254,4193305.75
255,4652964.75
256,5897160.18
257,5604921.32
258,3708768.67
259,3904844.18
260,4334105.04
261,7997375.68
262,6378895.14
263,4384366.44
264,1993233.59
265,5370595.5
266,4641774.16
267,7832184.49
268,4755025.82
269,4307017.87
270,3866782.87
271,2747168.2
272,4937895.59
273,4881146.84
274,3651110.69
275,7302255.53
276,6478887.54
277,6593327.78
278,5146110.6
279,4856752.81
280,5045104.85
281,5959905.92
282,3676526.44
283,3661395.55
284,5002968.97
285,2762288.08
286,4512668.86
287,4374898.85
288,4921589.04
289,4162292.88
290,3843859.85
291,4926157.93
292,3501629.45
293,5018149.75
294,3625030.86
295,6365474.69
296,9447727.38
297,7777559.35
298,9568870.33
299,5675068.79
300,4578557.33
301,5239732.46
302,5750514.87
303,8299259.91
304,4160482.13
305,4922583.66
306,5405590.77
307,4673667.45
308,2132396.09
309,4264826.61
310,4407761.24
311,3772684.3
312,3462307.61
313,4154937.18
314,3774883.18
315,3653219.46
316,2470608.84
317,4343131.4
318,6133841.82
319,3799552.72
320,4974285.22
321,4652796.88
322,3257243.58
323,7788887.13
324,4230131.46
325,4701732.35
326,5554420.86
327,4506598.05
328,4377913.25
329,5153591.52
330,7523875.77
331,8547790.21
332,4213987.07
333,7249195.83
334,6008485.64
335,4264618.92
336,2977989.35
337,6126308.66
338,6325597.78
339,3447347.09
340,5522353.04
341,6003504.04
342,4803260.48
343,5016116.05
344,5995227.92
345,4491036.12
346,5213126.78
347,5658432.54
348,2861609.26
349,6761592.25
350,4052230.68
351,7269918.16
352,5068252.76
353,3523406.2
354,3541998.71
355,4920347.22
356,5350819.05
357,4399807.05
358,6079432.16
359,4466431.41
360,4565891.88
361,6465637.5
362,4078041.13
363,4809112.65
364,9512546.89
365,4174906.37
366,3066138.82
367,3704465.25
368,3640585.48
369,6762823.31
370,4519834.87
371,4647270.4
372,5808941.63
373,7375791.48
374,4236104.61
375,4715465.9
376,3823218.28
377,5022227.11
378,6971763.51
379,4808007.43
380,5195066.76
381,4051793.66
382,3651021.49
383,6649739.19
384,4590761.52
385,6067680.09
386,3713424.61
387,4851011.51
388,5153880.28
389,4579241.54
390,7406847.54
391,3921906.73
392,3741456.86
393,6133058.37
394,6123386.98
395,3419331.73
396,5139974.93
397,7389238.19
398,9068293.42
399,5076068.66
400,3150756.04
401,5405399.55
402,3545375.67
403,7066622.52
404,3422169.2
405,4153518.23
406,4502937.38
407,4570791.13
408,2642880.05
409,3478679.75
410,4125586.94
411,4723881.65
412,4257389.5
413,6921971.71
414,6060535.04
415,4597326.61
416,5580291.58
417,2631345.14
418,3958058.54
419,4018979.69
420,4605959.1
421,4638313.34
422,6844749.35
423,4108333.72
424,5122695.8
425,5052312.07
426,4230417.7
427,4530195.17
428,4801115.67
429,5074392.43
430,3744123.03
431,3872083.0
432,2632650.08
433,4774603.92
434,4320353.89
435,4917534.06
436,4473259.68
437,2961888.84
438,3273106.48
439,5547850.72
440,4831109.66
441,5100841.72
442,6348773.43
443,7458520.8
444,4731043.0
445,9003709.0
446,7804927.52
447,4443258.68
448,5147329.36
449,10882148.63
450,4688804.95
451,3393887.33
452,3994585.47
453,4602236.96
454,5039840.78
455,3780681.21
456,3062801.32
457,4073481.92
458,3911717.66
459,2863061.48
460,5932188.89
461,4579711.03
462,9125510.55
463,3396047.8
464,4920927.45
465,3849586.73
466,4873314.9
467,3810290.4
468,4334104.52
469,4288066.99
470,3791505.46
471,4713893.79
472,3289807.22
473,4626737.55
474,6002120.32
475,4105818.6
476,4025652.22
477,5824516.48
478,4484838.08
479,8713931.01
480,3792019.7
481,9933137.95
482,3886886.41
483,5929763.89
484,6607170.61
485,4077854.11
486,4252337.08
487,8388322.58
488,6118142.34
489,3740815.17
490,4541104.18
491,3231973.09
492,4979964.78
493,5110906.7
494,3868956.16
495,4514548.71
496,5145179.95
497,4114003.01
498,4797651.08
499,4451799.28
500,4956019.16
501,2639958.44
502,3853276.97
503,5845591.16
504,4233854.92
505,3797027.11
506,3675513.02
507,4995858.66
508,3687549.17
509,4470183.57
510,6147594.75
511,5521290.69
512,2624715.22
513,6997791.9
514,3230393.93
515,2822463.11
516,3051711.69
517,5248081.79
518,4418458.49
519,4722417.2
520,4764202.31
521,7091318.67
522,7696921.89
523,6248064.28
524,6051221.37
525,7970793.81
526,6782595.35
527,5252052.76
528,8276989.54
529,4548368.74
530,3476423.92
531,4947939.06
532,4807053.04
533,4124952.09
534,6289962.87
535,4402707.95
536,4770506.31
537,3610990.85
538,3515243.12
539,4975098.43
540,4543519.64
541,3267155.12
542,3985276.01
543,4283222.13
544,4499813.98
545,4572326.1
546,3363396.79
547,4609964.02
548,4499374.08
549,3873429.61
550,3861887.35
551,4858459.86
552,6053388.88
553,5342321.91
554,4507658.42
555,4009582.61
556,3586671.45
557,5454584.41
558,4046593.22
559,4768976.07
560,4210765.63
561,6220139.74
562,2508997.86
563,4645154.44
564,3770620.96
565,4831016.41
566,2848138.81
567,7002132.9
568,4208796.28
569,3909084.97
570,8081492.49
571,5863724.89
572,4337857.83
573,5378734.42
574,4005014.31
575,4450891.4
576,10451529.23
577,4931520.42
578,3826235.76
579,4508679.09
580,4480841.98
581,4355283.85
582,4816701.33
583,5332453.15
584,4419538.16
585,6991382.65
586,3215657.53
587,3665835.57
588,10739181.54
589,5360205.48
590,4475454.61
591,3862059.62
592,4068991.59
593,3949650.96
594,3814389.34
595,3604197.66
596,3728652.34
597,4011668.83
598,4055415.36
599,5096390.46
600,7913509.83
601,5180523.58
602,5666433.87
603,2748351.22
604,2853713.33
605,3578877.83
606,3292480.76
607,3409934.25
608,3198976.62
609,5406487.09
610,6420672.42
611,2553491.72
612,7361911.19
613,4310344.54
614,6392378.96
615,2854106.12
616,4497378.87
617,6002665.18
618,6518402.6
619,4709597.48
620,4027434.07
621,11501375.55
622,4976435.77
623,6020312.32
624,2762883.74
625,6032498.96
626,7078652.81
627,5001265.81
628,4686787.91
629,4014311.7
630,9102111.25
631,5057559.9
632,5853077.42
633,6150155.82
634,2841724.81
635,3787197.42
636,4502362.77
637,3624552.86
638,4747870.47
639,4738559.58
640,4794734.67
641,6128564.11
642,3368730.6
643,6108899.56
644,6352233.95
645,2993259.42
646,4999209.52
647,3423239.08
648,3922603.71
649,4108309.01
650,2891603.7
651,5880497.79
652,8263269.73
653,6356320.02
654,4332007.59
655,4657162.14
656,4082122.69
657,4419474.99
658,5928516.38
659,4508944.53
660,6806662.64
661,7599781.18
662,4974294.13
663,5347022.24
664,3778747.44
665,4072435.48
666,6145864.47
667,3940509.93
668,3993482.15
669,4413287.85
670,6898625.96
671,5596476.5
672,3897969.83
673,5126280.9
674,5861624.53
675,4391560.41
676,5066867.88
677,3539453.06
678,3835431.89
679,5005954.06
680,3313501.42
681,4291782.16
682,4026119.0
683,4902925.07
684,4313656.97
685,5190213.23
686,3839016.58
687,2339901.71
688,5207905.82
689,3996565.87
690,4333947.67
691,3675899.65
692,3325274.36
693,4407487.5
694,4064520.17
695,3596351.57
696,4296004.31
697,4878792.56
698,7190896.42
699,3325076.39
700,7407053.91
701,9806758.92
702,4145342.38
703,5453801.34
704,6220928.19
705,8046846.15
706,6009576.81
707,4134985.66
708,4742190.05
709,4038370.75
710,4711287.22
711,9477198.92
712,4247923.28
713,4063230.15
714,4427280.97
715,6343482.11
716,3437526.95
717,5630005.73
718,5041834.25
719,5964945.49
720,5097075.86
721,8415639.8
722,4538007.51
723,2696760.6
724,5652983.48
725,3714541.1
726,2957068.24
727,4138947.22
728,4165401.95
729,4333298.99
730,4003641.24
731,4373614.07
732,5193145.87
733,10985126.18
734,4810254.18
735,4389395.79
736,3235765.63
737,5410915.69
738,3261783.73
739,3901913.49
740,4311711.17
741,4224917.08
742,4097274.65
743,5142116.27
744,6567433.77
745,7395536.46
746,3636098.68
747,5259431.26
748,5072942.51
749,4160271.73
750,7807510.35
751,4038911.11
752,4086978.07
753,2119061.82
754,3109081.14
755,4021491.27
756,3885429.69
757,4217408.54
758,3954653.64
759,6157495.68
760,4237618.24
761,4338703.22
762,3267145.56
763,3481110.45
764,6093793.36
765,7070937.64
766,4251758.47
767,3971007.74
768,7013388.6
769,4608308.96
770,3516958.83
771,4316860.03
772,4595637.08
773,3630028.04
774,4214521.35
775,4473727.5
776,3544085.22
777,4454647.65
778,4237536.0
779,4073119.29
780,2989924.99
781,4475029.77
782,5985899.09
783,3960853.89
784,9406584.52
785,3883849.66
786,9174777.77
787,5816560.51
788,5859636.25
789,4307820.32
790,3223494.45
791,7078652.81
792,3061873.58
793,3796942.38
794,3066851.42
795,4809319.27
796,3231020.0
797,3310087.11
798,3599866.9
799,6522784.34
800,5528226.23
801,9297957.24
802,4295162.31
803,3719194.48
804,7059265.5
805,4055484.38
806,6104299.36
807,4937237.46
808,3744456.12
809,2070712.94
810,5116844.38
811,5786704.33
812,6462692.93
813,6651839.97
814,2477269.23
815,4210306.53
816,4763636.92
817,3436922.71
818,3560732.13
819,2829046.88
820,4444523.22
821,4861695.23
822,4360720.21
823,4618859.1
824,4420558.4
825,4787821.89
826,5006245.95
827,2701810.12
828,6613200.08
829,3889670.71
830,4441790.59
831,4923672.14
832,9050142.33
833,5010293.14
834,5118294.74
835,3909254.11
836,2116718.71
837,5807475.5
838,4709544.65
839,2176405.75
840,3531341.49
841,3230740.08
842,6300919.94
843,4254782.37
844,4297552.53
845,4752858.3
846,5240794.82
847,4478738.35
848,3033172.98
849,4292012.95
850,3865799.4
851,4090639.11
852,10581326.27
853,3355815.2
854,3645075.68
855,4139461.56
856,6038397.71
857,4422965.75
858,4026317.5
859,6030001.72
860,4043716.07
861,5135305.04
862,5439801.11
863,6594798.55
864,6253363.1
865,9586054.52
866,6469135.03
867,2803532.24
868,4891242.05
869,4773877.6
870,2464576.84
871,5256629.97
872,6035924.46
873,4589392.12
874,4272345.75
875,3137255.13
876,3410938.99
877,5597762.45
878,3164703.66
879,5699415.14
880,3194166.48
881,3644507.68
882,6479173.53
883,4641005.2
884,4834637.38
885,5198508.34
886,4225191.97
887,5242014.88
888,3250493.96
889,4830865.84
890,3573932.29
891,4617628.11
892,5418839.46
893,4347900.16
894,5563261.7
895,4446371.65
896,4005586.84
897,4141740.96
898,4830043.87
899,5343382.69
900,3786798.26
901,6359186.07
902,5809137.5
903,4713970.96
904,2783606.5
905,4642799.35
906,5749559.82
907,4177146.79
908,4395403.55
909,3709007.63
910,4717128.91
911,5286315.19
912,3949152.47
913,4025537.4
914,5787830.29
915,5466359.35
916,1989879.57
917,6548739.94
918,3929477.98
919,4342116.82
920,4482442.59
921,3791009.79
922,5174341.68
923,4210369.17
924,4868146.99
925,8526880.14
926,5304279.29
927,4068396.19
928,6018916.9
929,4243917.52
930,4029555.95
931,2789190.21
932,4631877.87
933,5617104.37
934,4362335.43
935,4447762.18
936,2907807.63
937,3960644.44
938,4660494.36
939,7150891.34
940,4509670.41
941,4378554.6
942,4046292.47
943,6327053.99
944,8931517.39
945,2235763.37
946,5192319.16
947,4434474.34
948,4897292.66
949,3223862.11
950,5376698.28
951,3590052.07
952,3872305.38
953,3620626.35
954,5500409.79
955,4810919.64
956,5065614.66
957,8873748.07
958,5217797.9
959,4652108.13
960,5344327.17
961,4755342.4
962,5275678.28
963,7570715.37
964,6868557.65
965,3397046.58
966,5176104.14
967,5423620.71
968,3071093.19
969,3678071.88
970,3419425.37
971,3724729.59
972,3329988.44
973,3700061.74
974,5375425.85
975,3758668.73
976,2807462.4
977,5874790.2
978,4897921.26
979,9614012.07
980,4572047.21
981,2383842.35
982,4326140.55
983,7976836.57
984,12779550.8
985,4532470.57
986,3083082.84
987,5136349.91
988,6520546.11
989,4199613.34
990,8665388.94
991,2119168.49
992,8604229.71
993,5734285.8
994,8536783.19
995,3389400.6
996,6145154.84
997,4616915.11
998,4854149.72
999,5542560.75
1000,4575397.25
1001,9169243.53
1002,3702173.04
1003,6054824.69
1004,5292856.34
1005,4334152.58
1006,5434668.25
1007,4771049.55
1008,2657683.1
1009,4411704.62
1010,3859239.32
1011,7969668.11
1012,3901809.74
1013,4323012.02
1014,5276965.68
1015,4950077.11
1016,5316654.41
1017,4283851.1
1018,4063056.79
1019,4694381.31
1020,4431412.91
1021,3958964.54
1022,5320131.91
1023,3343664.74
1024,6511840.02
1025,4322497.2
1026,4358808.57
1027,4709124.54
1028,5304767.37
1029,3494966.09
1030,6638079.16
1031,3654377.76
1032,3214576.53
1033,7856238.09
1034,5329236.35
1035,3387631.66
1036,4228874.86
1037,4136531.82
1038,5306474.99
1039,8225252.07
1040,4277572.18
1041,4086164.46
1042,2402770.55
1043,4984422.75
1044,4931299.56
1045,5126220.59
1046,5309712.49
1047,4960370.83
1048,4709701.82
1049,5529782.94
1050,4976796.68
1051,4475740.87
1052,4021970.96
1053,3455681.79
1054,7476280.48
1055,2732268.39
1056,6484005.79
1057,5779383.29
1058,2633884.14
1059,5326711.74
1060,4561060.73
1061,4472778.45
1062,4926804.44
1063,5752609.18
1064,5366517.46
1065,4546469.87
1066,7928752.62
1067,4413645.05
1068,4829077.47
1069,4508454.14
1070,4174093.34
1071,3777497.83
1072,5003751.52
1073,6337125.11
1074,5923645.81
1075,3987126.43
1076,5656666.18
1077,3122556.84
1078,2902648.71
1079,5366918.31
1080,4677116.55
1081,4737384.32
1082,4326098.17
1083,5978532.14
1084,3629411.72
1085,2175344.95
1086,4653636.61
1087,3767459.65
1088,4834643.92
1089,3729062.27
1090,4741259.58
1091,4196079.21
1092,4952392.63
1093,4947485.91
1094,8050350.34
1095,3832072.02
1096,2691865.03
1097,4209773.04
1098,3606436.2
1099,4924533.52
1100,4116650.48
1101,6424613.25
1102,4190795.79
1103,4466953.05
1104,4639101.97
1105,4922810.68
1106,4296733.46
1107,4475949.57
1108,4777828.01
1109,4874298.18
1110,4363731.91
1111,6840507.73
1112,3607619.33
1113,3499778.95
1114,3585548.34
1115,3486838.58
1116,3729007.38
1117,6182252.26
1118,5203701.78
1119,3859543.6
1120,6246024.3
1121,1962455.47
1122,4273738.05
1123,7581711.01
1124,3992839.69
1125,5131541.71
1126,5370896.33
1127,3123698.55
1128,5680709.54
1129,4411156.59
1130,3851090.9
1131,6071108.57
1132,6221219.35
1133,4256798.93
1134,4626082.83
1135,2537280.71
1136,4790530.64
1137,3089928.93
1138,6418610.63
1139,5600742.48
1140,9273673.45
1141,4596323.41
1142,4811283.4
1143,4056114.82
1144,3708065.72
1145,5602202.02
1146,4364861.22
1147,9030215.64
1148,4072818.17
1149,8201467.08
1150,4240163.97
1151,2254805.01
1152,4668241.52
1153,4898475.04
1154,4731318.59
1155,3341350.94
1156,3974841.0
1157,4575217.66
1158,5222321.54
1159,3999760.58
1160,4727566.19
1161,4374586.93
1162,4927917.3
1163,4392749.31
1164,3993718.08
1165,7057860.91
1166,4487445.97
1167,6318449.82
1168,3037923.45
1169,6991888.87
1170,4216098.79
1171,4357456.82
1172,2122937.8
1173,5385678.41
1174,3109081.14
1175,4469634.94
1176,7262862.02
1177,4646501.59
1178,4548410.48
1179,5250756.53
1180,5422091.56
1181,4258061.7
1182,5886494.03
1183,3338026.15
1184,3065747.36
1185,3405405.78
1186,4648345.89
1187,3590550.66
1188,7799641.02
1189,4976880.25
1190,4183652.95
1191,7805253.47
1192,4144316.0
1193,3146221.12
1194,7680302.73
1195,4617725.35
1196,3753187.96
1197,3462383.12
1198,4043878.76
1199,4426043.47
1200,13518152.38
1201,5590716.82
1202,3472115.61
1203,3741732.72
1204,3374511.32
1205,2851297.67
1206,4981020.8
1207,5455890.06
1208,4343357.28
1209,4580886.08
1210,4401775.42
1211,8617125.08
1212,4913151.02
1213,5028046.64
1214,5674461.34
1215,4891800.57
1216,5322316.35
1217,3865572.75
1218,4067674.85
1219,5034619.62
1220,4065433.48
1221,5201782.82
1222,7395850.16
1223,5100732.19
1224,6513143.29
1225,5483306.66
1226,4161002.44
1227,9779142.83
1228,4100923.06
1229,5441806.93
1230,4287473.24
1231,6380451.26
1232,3495592.58
1233,6284873.54
1234,4844820.81
1235,3713570.25
1236,4751798.62
1237,2466660.76
1238,3980916.95
1239,5074673.75
1240,3948858.32
1241,4957017.49
1242,6065107.05
1243,6176333.44
1244,4987240.99
1245,4275813.7
1246,3302053.69
1247,4602301.31
1248,2305176.19
1249,4936243.19
1250,4892398.33
1251,3875089.98
1252,3688775.59
1253,5389009.4
1254,5548473.65
1255,3532583.2
1256,4354184.78
1257,4330403.24
1258,6336487.72
1259,4026075.47
1260,4262074.2
1261,6765953.35
1262,5356251.87
1263,3338447.67
1264,4546014.21
1265,3648587.48
1266,3528945.61
1267,5826610.66
1268,2792864.45
1269,5553122.75
1270,3771932.89
1271,5609918.76
1272,4656097.03
1273,2397043.8
1274,4213872.67
1275,6334965.99
1276,4226656.78
1277,3802455.66
1278,7294971.25
1279,3109081.14
1280,4852814.8
1281,4428564.71
1282,4551730.76
1283,3143877.16
1284,6412221.61
1285,6416072.71
1286,2351137.34
1287,3517879.85
1288,4025442.3
1289,2710357.74
1290,4080596.2
1291,4352506.07
1292,10029867.28
1293,6282595.29
1294,5848084.44
1295,4308469.51
1296,6143249.11
1297,4541951.42
1298,4149363.27
1299,5287191.02
1300,4418868.74
1301,3527651.14
1302,5068654.98
1303,4872465.52
1304,7815216.98
1305,4919608.03
1306,4828599.8
1307,5075247.58
1308,11165290.96
1309,3340815.96
1310,5656794.99
1311,5072921.58
1312,4418247.41
1313,4544874.43
1314,4617997.03
1315,4244490.94
1316,4368112.02
1317,5797109.36
1318,5749971.54
1319,5573679.67
1320,5470204.52
1321,4644886.45
1322,4907475.81
1323,3445086.38
1324,7043584.89
1325,3426161.13
1326,4385332.7
1327,4851407.32
1328,4651876.29
1329,4840579.61
1330,7509473.95
1331,3172601.95
1332,5249036.3
1333,3568370.59
1334,3872150.13
1335,4451993.22
1336,2292699.95
1337,4556107.35
1338,2898136.78
1339,3866400.9
1340,3976236.03
1341,5177203.82
1342,4216643.67
1343,2160779.21
1344,12849511.09
1345,2925258.26
1346,4805306.2
1347,3545659.84
1348,4414395.56
1349,3905267.28
1350,4633893.92
1351,11633882.76
1352,3876084.76
1353,4877525.38
1354,3433499.05
1355,2629002.97
1356,4729654.53
1357,3704647.7
1358,5828325.64
1359,2789729.42
1360,3687542.76
1361,6050921.92
1362,5448431.97
1363,4352012.75
1364,4266881.74
1365,4731558.7
1366,3606475.51
1367,4447233.27
1368,3817864.42
1369,8838164.04
1370,4213698.96
1371,4267852.06
1372,12277184.39
1373,4621551.99
1374,3742640.99
1375,4565891.88
1376,4293118.07
1377,3513447.61
1378,4146279.44
1379,4540076.6
1380,8595379.09
1381,6439101.03
1382,3783027.18
1383,7574667.86
1384,3811895.97
1385,4071518.38
1386,4169442.25
1387,3960314.32
1388,4641890.61
1389,2969869.38
1390,4308429.16
1391,5536468.5
1392,4555029.43
1393,4369196.69
1394,6928851.83
1395,3763643.82
1396,4061089.01
1397,5353413.83
1398,5312226.5
1399,4539323.45
1400,4067176.22
1401,5328727.18
1402,4130791.63
1403,4199696.82
1404,3484149.1
1405,5445893.17
1406,3941440.59
1407,7637498.21
1408,4689092.53
1409,5057791.81
1410,4248259.96
1411,6557935.75
1412,4516427.89
1413,7655215.82
1414,4314036.68
1415,4586101.35
1416,4251687.88
1417,4328512.94
1418,4377400.22
1419,6595947.23
1420,5025476.98
1421,4556464.05
1422,3884329.09
1423,5041852.34
1424,6645566.69
1425,5135223.27
1426,2125150.54
1427,4044165.98
1428,3848742.68
1429,3458909.53
1430,7770607.83
1431,3742703.81
1432,6352296.87
1433,5775842.0
1434,2865368.8
1435,7179802.18
1436,3886807.31
1437,4720304.81
1438,3388812.46
1439,8326053.25
1440,6036436.41
1441,4606972.57
1442,2226029.55
1443,5332101.45
1444,9688244.8
1445,5026469.76
1446,6139879.01
1447,4420506.71
1448,4651409.83
1449,7819251.03
1450,4600855.28
1451,4766527.27
1452,4804824.35
1453,3944733.28
1454,9877319.52
1455,4250387.66
1456,4694801.82
1457,5035342.9
1458,6188630.56
1459,3357436.72
1460,4080883.12
1461,5376420.52
1462,4931755.44
1463,4984364.94
1464,3679962.63
1465,2972382.6
1466,11110759.88
1467,7446599.04
1468,4061060.81
1469,5181659.96
1470,4527352.16
1471,4188614.93
1472,4342314.16
1473,3222039.3
1474,7548725.1
1475,4134852.99
1476,4827505.26
1477,7544073.22
1478,3900564.28
1479,4511931.86
1480,5016002.03
1481,3562684.81
1482,4393513.38
1483,5519687.07
1484,6294728.48
1485,5156457.26
1486,4631632.04
1487,9299783.71
1488,4965203.65
1489,6662138.45
1490,2758846.27
1491,4386882.47
1492,4433639.07
1493,4591761.23
1494,6905527.7
1495,8519744.39
1496,9205698.25
1497,3638581.5
1498,2867780.14
1499,5920865.2
1500,4612361.19
1501,4263152.79
1502,5732020.08
1503,4426327.52
1504,7040743.32
1505,5317771.73
1506,3904304.15
1507,4369545.92
1508,3478569.55
1509,5633578.12
1510,4123098.94
1511,4687553.55
1512,5599547.64
1513,5319766.64
1514,6097128.36
1515,7700945.53
1516,9081464.94
1517,5679481.51
1518,4488204.88
1519,12238693.42
1520,5006383.6
1521,4460123.61
1522,7397613.37
1523,4989414.3
1524,6552009.73
1525,3435089.19
1526,4701795.29
1527,9922720.31
1528,4535400.79
1529,6158292.67
1530,4416083.98
1531,5662678.2
1532,3565967.32
1533,3918461.74
1534,4429536.17
1535,10132573.52
1536,4754604.73
1537,5552902.51
1538,4593082.88
1539,5278179.28
1540,4738747.33
1541,3824744.47
1542,4840202.52
1543,5273001.23
1544,12465075.58
1545,3246080.32
1546,3984712.95
1547,3054849.72
1548,4867515.1
1549,4375852.32
1550,4874296.7
1551,7209591.75
1552,3319025.73
1553,4627114.63
1554,3960892.57
1555,6229798.55
1556,4233475.79
1557,3992362.47
1558,3633613.6
1559,4061089.01
1560,7255334.12
1561,8959623.26
1562,2180913.74
1563,3932589.08
1564,6117836.24
1565,5419479.71
1566,3759196.74
1567,2842279.41
1568,2090314.06
1569,4744047.98
1570,3892057.03
1571,5098123.89
1572,5832249.29
1573,4896257.08
1574,3785332.1
1575,9534513.0
1576,4218513.37
1577,3512840.86
1578,4071747.18
1579,4547551.27
1580,2889976.85
1581,4982922.96
1582,4366457.92
1583,6905202.16
1584,5406725.67
1585,3778390.06
1586,3560269.11
1587,5368239.98
1588,4684716.56
1589,5181573.14
1590,4211261.39
1591,3969276.02
1592,6605541.56
1593,4606913.05
1594,5283629.09
1595,4111206.84
1596,3661726.71
1597,4325131.15
1598,4378985.64
1599,3790915.1
1600,6299043.68
1601,3822618.4
1602,4656466.92
1603,3605798.35
1604,6099332.94
1605,3900508.65
1606,4543630.05
1607,4710519.31
1608,5219469.82
1609,4729505.02
1610,6011185.35
1611,4381206.82
1612,2995642.36
1613,3924811.56
1614,4030793.59
1615,5494070.51
1616,7832590.96
1617,5512520.95
1618,5300313.78
1619,9770724.24
1620,5221837.25
1621,4659254.04
1622,5053750.98
1623,3713941.74
1624,5046124.48
1625,5026245.38
1626,5549740.62
1627,7354181.34
1628,5801010.61
1629,4913283.61
1630,6454626.82
1631,7903487.16
1632,7981356.9
1633,10607839.39
1634,6339011.22
1635,5382137.96
1636,4512930.88
1637,5344580.67
1638,2678861.12
1639,5000012.92
1640,4929025.12
1641,3547359.73
1642,4917580.69
1643,4934438.06
1644,3818579.92
1645,6254534.93
1646,4562810.63
1647,5023784.12
1648,2515289.75
1649,4658880.5
1650,4992052.54
1651,4925164.6
1652,3667765.69
1653,5104745.78
1654,4153861.99
1655,5361426.51
1656,5584319.93
1657,4257489.14
1658,4637589.84
1659,5025865.68
1660,3997062.58
1661,5848403.35
1662,4377313.19
1663,3853276.97
