datetime,count
2011-01-26 15:00:00,34.9
2011-01-26 16:00:00,57.55
2011-01-26 17:00:00,116.77
2011-01-27 16:00:00,76.78
2011-01-27 17:00:00,168.98
2011-01-27 18:00:00,137.35
2011-01-27 19:00:00,97.18
2011-01-27 20:00:00,71.53
2011-01-27 21:00:00,48.27
2011-01-27 22:00:00,39.45
2011-01-27 23:00:00,20.45
2011-01-28 00:00:00,14.07
2011-01-28 01:00:00,6.82
2011-01-28 02:00:00,2.71
2011-01-28 03:00:00,2.27
2011-01-28 05:00:00,5.36
2011-01-28 06:00:00,32.14
2011-01-28 07:00:00,73.56
2011-01-28 08:00:00,162.01
2011-01-28 09:00:00,83.68
2011-01-28 10:00:00,41.76
2011-01-28 11:00:00,42.12
2011-01-28 12:00:00,43.93
2011-01-28 13:00:00,46.89
2011-01-28 14:00:00,54.36
2011-01-28 15:00:00,50.2
2011-01-28 16:00:00,71.12
2011-01-28 17:00:00,163.01
2011-01-28 18:00:00,151.74
2011-01-28 19:00:00,102.62
2011-01-28 20:00:00,69.19
2011-01-28 21:00:00,45.46
2011-01-28 22:00:00,42.17
2011-01-28 23:00:00,23.3
2011-01-29 00:00:00,28.18
2011-01-29 01:00:00,22.99
2011-01-29 02:00:00,17.94
2011-01-29 03:00:00,12.19
2011-01-29 04:00:00,3.2
2011-01-29 06:00:00,3.17
2011-01-29 07:00:00,14.58
2011-01-29 08:00:00,25.75
2011-01-29 09:00:00,40.71
2011-01-29 10:00:00,63.32
2011-01-29 11:00:00,64.22
2011-01-29 12:00:00,83.6
2011-01-29 13:00:00,85.53
2011-01-29 14:00:00,83.85
2011-01-29 15:00:00,81.32
2011-01-29 16:00:00,89.17
2011-01-29 17:00:00,83.19
2011-01-29 18:00:00,73.18
2011-01-29 19:00:00,61.34
2011-01-29 20:00:00,46.57
2011-01-29 21:00:00,38.81
2011-01-29 22:00:00,30.52
2011-01-29 23:00:00,21.51
2011-01-30 00:00:00,30.87
2011-01-30 01:00:00,26.16
2011-01-30 02:00:00,17.88
2011-01-30 03:00:00,12.94
2011-01-30 04:00:00,5.16
2011-01-30 05:00:00,4.32
2011-01-30 07:00:00,11.0
2011-01-30 08:00:00,18.57
2011-01-30 09:00:00,27.72
2011-01-30 10:00:00,57.1
2011-01-30 11:00:00,61.5
2011-01-30 12:00:00,97.18
2011-01-30 13:00:00,86.15
2011-01-30 14:00:00,87.88
2011-01-30 15:00:00,98.08
2011-01-30 16:00:00,97.24
2011-01-30 17:00:00,75.76
2011-01-30 18:00:00,64.7
2011-01-30 19:00:00,42.2
2011-01-30 20:00:00,35.75
2011-01-30 21:00:00,30.45
2011-01-30 22:00:00,21.19
2011-01-30 23:00:00,14.14
2011-01-31 00:00:00,10.38
2011-01-31 01:00:00,3.3
2011-01-31 02:00:00,2.63
2011-01-31 03:00:00,2.41
2011-01-31 04:00:00,2.15
2011-01-31 05:00:00,2.68
2011-01-31 06:00:00,33.36
2011-01-31 07:00:00,79.75
2011-01-31 08:00:00,156.84
2011-01-31 09:00:00,89.49
2011-01-31 10:00:00,44.61
2011-01-31 11:00:00,43.56
2011-01-31 12:00:00,58.39
2011-01-31 13:00:00,55.86
2011-01-31 14:00:00,49.84
2011-01-31 15:00:00,50.36
2011-01-31 16:00:00,68.51
2011-01-31 17:00:00,157.26
2011-01-31 18:00:00,149.43
2011-01-31 19:00:00,120.79
2011-01-31 20:00:00,59.06
2011-01-31 21:00:00,32.82
2011-01-31 22:00:00,28.72
2011-01-31 23:00:00,18.46
2011-02-20 00:00:00,37.44
2011-02-20 01:00:00,28.27
2011-02-20 02:00:00,18.83
2011-02-20 03:00:00,8.83
2011-02-20 04:00:00,2.78
2011-02-20 06:00:00,2.98
2011-02-20 07:00:00,14.29
2011-02-20 08:00:00,26.1
2011-02-20 09:00:00,48.19
2011-02-20 10:00:00,91.63
2011-02-20 11:00:00,115.34
2011-02-20 12:00:00,143.19
2011-02-20 13:00:00,158.08
2011-02-20 14:00:00,147.62
2011-02-20 15:00:00,159.84
2011-02-20 16:00:00,156.99
2011-02-20 17:00:00,111.17
2011-02-20 18:00:00,80.89
2011-02-20 19:00:00,64.22
2011-02-20 20:00:00,60.43
2011-02-20 21:00:00,55.35
2011-02-20 22:00:00,50.04
2011-02-20 23:00:00,38.01
2011-02-21 00:00:00,22.54
2011-02-21 01:00:00,19.21
2011-02-21 02:00:00,10.41
2011-02-21 03:00:00,4.15
2011-02-21 04:00:00,4.05
2011-02-21 05:00:00,8.04
2011-02-21 06:00:00,20.73
2011-02-21 07:00:00,82.54
2011-02-21 08:00:00,128.17
2011-02-21 09:00:00,88.06
2011-02-21 10:00:00,87.1
2011-02-21 11:00:00,95.6
2011-02-21 12:00:00,102.94
2011-02-21 13:00:00,80.29
2011-02-21 14:00:00,99.4
2011-02-21 15:00:00,96.43
2011-02-21 16:00:00,89.08
2011-02-21 17:00:00,100.25
2011-02-21 18:00:00,90.26
2011-02-21 19:00:00,77.07
2011-02-21 20:00:00,53.06
2011-02-21 21:00:00,41.61
2011-02-21 22:00:00,27.79
2011-02-21 23:00:00,18.66
2011-02-22 06:00:00,32.66
2011-02-22 07:00:00,91.27
2011-02-22 08:00:00,201.26
2011-02-22 09:00:00,118.0
2011-02-22 10:00:00,48.69
2011-02-22 11:00:00,49.48
2011-02-22 12:00:00,59.69
2011-02-22 13:00:00,64.79
2011-02-22 14:00:00,65.38
2011-02-22 15:00:00,69.54
2011-02-22 16:00:00,74.16
2011-02-22 17:00:00,164.43
2011-02-22 18:00:00,161.26
2011-02-22 19:00:00,98.42
2011-02-22 20:00:00,75.14
2011-02-22 21:00:00,58.12
2011-02-22 22:00:00,33.7
2011-02-22 23:00:00,21.94
2011-02-23 00:00:00,12.15
2011-02-23 01:00:00,5.88
2011-02-23 02:00:00,2.34
2011-02-23 03:00:00,1.37
2011-02-23 05:00:00,5.8
2011-02-23 06:00:00,31.16
2011-02-23 07:00:00,89.39
2011-02-23 08:00:00,206.35
2011-02-23 09:00:00,122.65
2011-02-23 10:00:00,58.89
2011-02-23 11:00:00,61.36
2011-02-23 12:00:00,70.32
2011-02-23 13:00:00,71.7
2011-02-23 14:00:00,83.2
2011-02-23 15:00:00,72.82
2011-02-23 16:00:00,104.26
2011-02-23 17:00:00,212.85
2011-02-23 18:00:00,197.46
2011-02-23 19:00:00,135.59
2011-02-23 20:00:00,76.91
2011-02-23 21:00:00,63.79
2011-02-23 22:00:00,43.65
2011-02-23 23:00:00,28.93
2011-02-24 00:00:00,12.38
2011-02-24 01:00:00,5.25
2011-02-24 02:00:00,2.33
2011-02-24 03:00:00,1.62
2011-02-24 05:00:00,5.9
2011-02-24 06:00:00,35.52
2011-02-24 07:00:00,98.81
2011-02-24 08:00:00,235.82
2011-02-24 09:00:00,129.41
2011-02-24 10:00:00,61.72
2011-02-24 11:00:00,78.1
2011-02-24 12:00:00,90.02
2011-02-24 13:00:00,88.3
2011-02-24 14:00:00,90.56
2011-02-24 15:00:00,54.44
2011-02-24 16:00:00,68.5
2011-02-24 17:00:00,185.84
2011-02-24 18:00:00,165.39
2011-02-24 19:00:00,106.66
2011-02-24 20:00:00,77.79
2011-02-24 21:00:00,61.38
2011-02-24 22:00:00,36.92
2011-02-24 23:00:00,37.31
2011-02-25 00:00:00,11.83
2011-02-25 01:00:00,10.22
2011-02-25 02:00:00,8.08
2011-02-25 03:00:00,2.24
2011-02-25 05:00:00,8.68
2011-02-25 06:00:00,28.24
2011-02-25 07:00:00,64.75
2011-02-25 08:00:00,142.92
2011-02-25 09:00:00,77.69
2011-02-25 10:00:00,49.79
2011-02-25 11:00:00,121.42
2011-02-25 12:00:00,173.21
2011-02-25 13:00:00,172.19
2011-02-25 14:00:00,178.01
2011-02-25 15:00:00,179.18
2011-02-25 16:00:00,116.8
2011-02-25 17:00:00,190.28
2011-02-25 18:00:00,174.93
2011-02-25 19:00:00,108.87
2011-02-25 20:00:00,66.8
2011-02-25 21:00:00,51.87
2011-02-25 22:00:00,41.35
2011-02-25 23:00:00,31.21
2011-02-26 00:00:00,31.31
2011-02-26 01:00:00,22.63
2011-02-26 02:00:00,15.93
2011-02-26 03:00:00,12.68
2011-02-26 04:00:00,2.54
2011-02-26 05:00:00,2.5
2011-02-26 06:00:00,3.74
2011-02-26 07:00:00,9.77
2011-02-26 08:00:00,29.61
2011-02-26 09:00:00,52.53
2011-02-26 10:00:00,108.47
2011-02-26 11:00:00,135.11
2011-02-26 12:00:00,141.5
2011-02-26 13:00:00,145.69
2011-02-26 14:00:00,140.68
2011-02-26 15:00:00,150.78
2011-02-26 16:00:00,149.47
2011-02-26 17:00:00,115.83
2011-02-26 18:00:00,87.25
2011-02-26 19:00:00,62.54
2011-02-26 20:00:00,55.94
2011-02-26 21:00:00,45.59
2011-02-26 22:00:00,46.09
2011-02-26 23:00:00,45.12
2011-02-27 00:00:00,37.65
2011-02-27 01:00:00,32.53
2011-02-27 02:00:00,23.34
2011-02-27 03:00:00,12.64
2011-02-27 04:00:00,5.37
2011-02-27 06:00:00,3.78
2011-02-27 07:00:00,9.63
2011-02-27 08:00:00,30.0
2011-02-27 09:00:00,50.1
2011-02-27 10:00:00,87.46
2011-02-27 11:00:00,132.35
2011-02-27 12:00:00,156.99
2011-02-27 13:00:00,168.12
2011-02-27 14:00:00,185.96
2011-02-27 15:00:00,215.95
2011-02-27 16:00:00,250.67
2011-02-27 17:00:00,109.8
2011-02-27 18:00:00,92.04
2011-02-27 19:00:00,76.8
2011-02-27 20:00:00,61.46
2011-02-27 21:00:00,61.71
2011-02-27 22:00:00,54.17
2011-02-27 23:00:00,43.08
2011-02-28 00:00:00,16.32
2011-02-28 01:00:00,4.75
2011-02-28 03:00:00,1.97
2011-02-28 05:00:00,9.95
2011-02-28 06:00:00,36.34
2011-02-28 07:00:00,115.02
2011-02-28 08:00:00,229.69
2011-02-28 09:00:00,139.88
2011-02-28 10:00:00,78.9
2011-02-28 11:00:00,92.39
2011-02-28 12:00:00,114.92
2011-02-28 13:00:00,92.21
2011-02-28 14:00:00,69.05
2011-02-28 15:00:00,68.37
2011-02-28 16:00:00,80.03
2011-02-28 17:00:00,178.32
2011-02-28 18:00:00,133.15
2011-02-28 19:00:00,107.77
2011-02-28 20:00:00,102.67
2011-02-28 21:00:00,72.71
2011-02-28 22:00:00,36.37
2011-02-28 23:00:00,26.68
2011-03-20 00:00:00,40.18
2011-03-20 01:00:00,34.37
2011-03-20 02:00:00,23.53
2011-03-20 03:00:00,10.97
2011-03-20 04:00:00,3.53
2011-03-20 05:00:00,3.27
2011-03-20 06:00:00,3.44
2011-03-20 07:00:00,17.9
2011-03-20 08:00:00,48.45
2011-03-20 09:00:00,78.4
2011-03-20 10:00:00,127.69
2011-03-20 11:00:00,150.13
2011-03-20 12:00:00,164.68
2011-03-20 13:00:00,170.05
2011-03-20 14:00:00,169.6
2011-03-20 15:00:00,172.83
2011-03-20 16:00:00,172.38
2011-03-20 17:00:00,152.36
2011-03-20 18:00:00,150.25
2011-03-20 19:00:00,98.55
2011-03-20 20:00:00,74.53
2011-03-20 21:00:00,58.87
2011-03-20 22:00:00,51.88
2011-03-20 23:00:00,37.75
2011-03-21 00:00:00,10.85
2011-03-21 01:00:00,6.32
2011-03-21 02:00:00,6.3
2011-03-21 03:00:00,2.72
2011-03-21 05:00:00,5.11
2011-03-21 06:00:00,38.8
2011-03-21 07:00:00,83.9
2011-03-21 08:00:00,228.06
2011-03-21 09:00:00,137.68
2011-03-21 10:00:00,68.65
2011-03-21 11:00:00,81.1
2011-03-21 12:00:00,98.7
2011-03-21 13:00:00,119.03
2011-03-21 14:00:00,115.9
2011-03-21 15:00:00,137.13
2011-03-21 16:00:00,154.86
2011-03-21 17:00:00,356.78
2011-03-21 18:00:00,355.46
2011-03-21 19:00:00,267.11
2011-03-21 20:00:00,178.62
2011-03-21 21:00:00,109.69
2011-03-21 22:00:00,100.16
2011-03-21 23:00:00,58.37
2011-03-22 00:00:00,33.75
2011-03-22 01:00:00,8.49
2011-03-22 02:00:00,8.21
2011-03-22 03:00:00,3.78
2011-03-22 04:00:00,2.95
2011-03-22 05:00:00,13.04
2011-03-22 06:00:00,45.61
2011-03-22 07:00:00,140.19
2011-03-22 08:00:00,249.38
2011-03-22 09:00:00,151.38
2011-03-22 10:00:00,104.22
2011-03-22 11:00:00,108.02
2011-03-22 12:00:00,154.47
2011-03-22 13:00:00,115.55
2011-03-22 14:00:00,115.58
2011-03-22 15:00:00,119.51
2011-03-22 16:00:00,160.94
2011-03-22 17:00:00,360.75
2011-03-22 18:00:00,325.93
2011-03-22 19:00:00,190.15
2011-03-22 20:00:00,124.38
2011-03-22 21:00:00,91.14
2011-03-22 22:00:00,68.67
2011-03-22 23:00:00,38.31
2011-03-23 00:00:00,17.75
2011-03-23 01:00:00,7.58
2011-03-23 02:00:00,4.81
2011-03-23 03:00:00,2.75
2011-03-23 05:00:00,8.05
2011-03-23 06:00:00,45.71
2011-03-23 07:00:00,110.58
2011-03-23 08:00:00,242.8
2011-03-23 09:00:00,150.96
2011-03-23 10:00:00,64.25
2011-03-23 11:00:00,63.14
2011-03-23 12:00:00,76.68
2011-03-23 13:00:00,63.52
2011-03-23 14:00:00,79.56
2011-03-23 15:00:00,86.94
2011-03-23 16:00:00,136.5
2011-03-23 17:00:00,232.95
2011-03-23 18:00:00,185.11
2011-03-23 19:00:00,125.6
2011-03-23 20:00:00,75.34
2011-03-23 21:00:00,48.23
2011-03-23 22:00:00,40.02
2011-03-23 23:00:00,31.69
2011-03-24 00:00:00,12.6
2011-03-24 01:00:00,5.98
2011-03-24 02:00:00,4.63
2011-03-24 03:00:00,2.39
2011-03-24 04:00:00,1.91
2011-03-24 05:00:00,7.47
2011-03-24 06:00:00,38.95
2011-03-24 07:00:00,72.8
2011-03-24 08:00:00,105.49
2011-03-24 09:00:00,135.99
2011-03-24 10:00:00,62.37
2011-03-24 11:00:00,69.48
2011-03-24 12:00:00,88.54
2011-03-24 13:00:00,92.43
2011-03-24 14:00:00,86.87
2011-03-24 15:00:00,89.53
2011-03-24 16:00:00,114.99
2011-03-24 17:00:00,204.88
2011-03-24 18:00:00,186.8
2011-03-24 19:00:00,116.2
2011-03-24 20:00:00,76.12
2011-03-24 21:00:00,60.17
2011-03-24 22:00:00,51.17
2011-03-24 23:00:00,34.24
2011-03-25 00:00:00,16.6
2011-03-25 01:00:00,6.09
2011-03-25 02:00:00,3.61
2011-03-25 03:00:00,2.62
2011-03-25 04:00:00,2.045
2011-03-25 05:00:00,8.25
2011-03-25 06:00:00,41.55
2011-03-25 07:00:00,113.87
2011-03-25 08:00:00,229.33
2011-03-25 09:00:00,143.42
2011-03-25 10:00:00,80.05
2011-03-25 11:00:00,85.08
2011-03-25 12:00:00,96.82
2011-03-25 13:00:00,99.31
2011-03-25 14:00:00,101.95
2011-03-25 15:00:00,98.17
2011-03-25 16:00:00,123.92
2011-03-25 17:00:00,204.56
2011-03-25 18:00:00,200.17
2011-03-25 19:00:00,127.54
2011-03-25 20:00:00,77.83
2011-03-25 21:00:00,64.52
2011-03-25 22:00:00,46.86
2011-03-25 23:00:00,33.96
2011-03-26 00:00:00,34.36
2011-03-26 01:00:00,26.92
2011-03-26 02:00:00,17.58
2011-03-26 03:00:00,9.68
2011-03-26 04:00:00,3.86
2011-03-26 05:00:00,3.72
2011-03-26 06:00:00,9.87
2011-03-26 07:00:00,29.83
2011-03-26 08:00:00,59.32
2011-03-26 09:00:00,86.33
2011-03-26 10:00:00,111.52
2011-03-26 11:00:00,122.36
2011-03-26 12:00:00,155.19
2011-03-26 13:00:00,162.34
2011-03-26 14:00:00,162.76
2011-03-26 15:00:00,168.99
2011-03-26 16:00:00,164.16
2011-03-26 17:00:00,154.09
2011-03-26 18:00:00,138.65
2011-03-26 19:00:00,98.35
2011-03-26 20:00:00,55.68
2011-03-26 21:00:00,51.02
2011-03-26 22:00:00,47.11
2011-03-26 23:00:00,33.48
2011-03-27 00:00:00,36.39
2011-03-27 01:00:00,25.92
2011-03-27 02:00:00,22.3
2011-03-27 03:00:00,12.88
2011-03-27 04:00:00,4.78
2011-03-27 06:00:00,11.17
2011-03-27 07:00:00,48.69
2011-03-27 08:00:00,55.91
2011-03-27 09:00:00,80.53
2011-03-27 10:00:00,108.87
2011-03-27 11:00:00,121.49
2011-03-27 12:00:00,137.52
2011-03-27 13:00:00,152.06
2011-03-27 14:00:00,155.91
2011-03-27 15:00:00,157.64
2011-03-27 16:00:00,168.6
2011-03-27 17:00:00,147.39
2011-03-27 18:00:00,130.96
2011-03-27 19:00:00,97.62
2011-03-27 20:00:00,51.42
2011-03-27 21:00:00,42.85
2011-03-27 22:00:00,40.5
2011-03-27 23:00:00,32.63
2011-03-28 00:00:00,12.71
2011-03-28 01:00:00,4.98
2011-03-28 02:00:00,4.12
2011-03-28 03:00:00,2.3
2011-03-28 05:00:00,7.36
2011-03-28 06:00:00,40.41
2011-03-28 07:00:00,121.03
2011-03-28 08:00:00,230.12
2011-03-28 09:00:00,136.46
2011-03-28 10:00:00,72.77
2011-03-28 11:00:00,69.98
2011-03-28 12:00:00,79.54
2011-03-28 13:00:00,87.85
2011-03-28 14:00:00,92.75
2011-03-28 15:00:00,91.42
2011-03-28 16:00:00,123.64
2011-03-28 17:00:00,236.23
2011-03-28 18:00:00,218.01
2011-03-28 19:00:00,140.93
2011-03-28 20:00:00,84.96
2011-03-28 21:00:00,67.74
2011-03-28 22:00:00,48.71
2011-03-28 23:00:00,28.49
2011-03-29 00:00:00,14.83
2011-03-29 01:00:00,3.0
2011-03-29 02:00:00,5.72
2011-03-29 03:00:00,2.59
2011-03-29 04:00:00,2.01
2011-03-29 05:00:00,5.91
2011-03-29 06:00:00,42.79
2011-03-29 07:00:00,119.97
2011-03-29 08:00:00,234.76
2011-03-29 09:00:00,138.15
2011-03-29 10:00:00,76.7
2011-03-29 11:00:00,76.6
2011-03-29 12:00:00,94.56
2011-03-29 13:00:00,91.57
2011-03-29 14:00:00,93.03
2011-03-29 15:00:00,104.2
2011-03-29 16:00:00,127.59
2011-03-29 17:00:00,254.52
2011-03-29 18:00:00,240.17
2011-03-29 19:00:00,153.57
2011-03-29 20:00:00,88.62
2011-03-29 21:00:00,76.63
2011-03-29 22:00:00,57.72
2011-03-29 23:00:00,32.16
2011-03-30 00:00:00,14.55
2011-03-30 01:00:00,8.96
2011-03-30 02:00:00,4.24
2011-03-30 03:00:00,3.32
2011-03-30 04:00:00,3.34
2011-03-30 05:00:00,8.22
2011-03-30 06:00:00,46.23
2011-03-30 07:00:00,132.02
2011-03-30 08:00:00,257.04
2011-03-30 09:00:00,151.98
2011-03-30 10:00:00,76.5
2011-03-30 11:00:00,76.91
2011-03-30 12:00:00,92.93
2011-03-30 13:00:00,94.11
2011-03-30 14:00:00,85.15
2011-03-30 15:00:00,48.51
2011-03-30 16:00:00,60.57
2011-03-30 17:00:00,148.7
2011-03-30 18:00:00,138.33
2011-03-30 19:00:00,93.94
2011-03-30 20:00:00,68.67
2011-03-30 21:00:00,61.84
2011-03-30 22:00:00,37.71
2011-03-30 23:00:00,28.56
2011-03-31 00:00:00,8.76
2011-03-31 01:00:00,4.86
2011-03-31 02:00:00,3.87
2011-03-31 03:00:00,2.61
2011-03-31 04:00:00,2.35
2011-03-31 05:00:00,8.2
2011-03-31 06:00:00,27.75
2011-03-31 07:00:00,83.56
2011-03-31 08:00:00,165.47
2011-03-31 09:00:00,93.4
2011-03-31 10:00:00,53.28
2011-03-31 11:00:00,58.55
2011-03-31 12:00:00,61.63
2011-03-31 13:00:00,68.41
2011-03-31 14:00:00,67.26
2011-03-31 15:00:00,50.66
2011-03-31 16:00:00,101.32
2011-03-31 17:00:00,174.4
2011-03-31 18:00:00,158.31
2011-03-31 19:00:00,119.76
2011-03-31 20:00:00,65.54
2011-03-31 21:00:00,62.4
2011-03-31 22:00:00,43.35
2011-03-31 23:00:00,39.77
2011-04-20 00:00:00,34.87
2011-04-20 01:00:00,7.57
2011-04-20 02:00:00,8.25
2011-04-20 03:00:00,3.63
2011-04-20 04:00:00,4.87
2011-04-20 05:00:00,13.25
2011-04-20 06:00:00,47.18
2011-04-20 07:00:00,160.43
2011-04-20 08:00:00,361.81
2011-04-20 09:00:00,157.23
2011-04-20 10:00:00,120.08
2011-04-20 11:00:00,123.08
2011-04-20 12:00:00,143.25
2011-04-20 13:00:00,140.85
2011-04-20 14:00:00,140.68
2011-04-20 15:00:00,138.21
2011-04-20 16:00:00,213.09
2011-04-20 17:00:00,360.26
2011-04-20 18:00:00,353.47
2011-04-20 19:00:00,294.66
2011-04-20 20:00:00,194.13
2011-04-20 21:00:00,145.04
2011-04-20 22:00:00,120.44
2011-04-20 23:00:00,73.15
2011-04-21 00:00:00,30.45
2011-04-21 01:00:00,16.45
2011-04-21 02:00:00,11.98
2011-04-21 03:00:00,4.38
2011-04-21 04:00:00,4.22
2011-04-21 05:00:00,7.8
2011-04-21 06:00:00,49.42
2011-04-21 07:00:00,148.04
2011-04-21 08:00:00,241.08
2011-04-21 09:00:00,158.76
2011-04-21 10:00:00,105.87
2011-04-21 11:00:00,131.23
2011-04-21 12:00:00,156.04
2011-04-21 13:00:00,143.5
2011-04-21 14:00:00,122.54
2011-04-21 15:00:00,125.52
2011-04-21 16:00:00,168.92
2011-04-21 17:00:00,332.72
2011-04-21 18:00:00,311.16
2011-04-21 19:00:00,222.59
2011-04-21 20:00:00,164.94
2011-04-21 21:00:00,115.28
2011-04-21 22:00:00,76.82
2011-04-21 23:00:00,44.29
2011-04-22 00:00:00,25.89
2011-04-22 01:00:00,19.11
2011-04-22 02:00:00,10.37
2011-04-22 03:00:00,5.87
2011-04-22 04:00:00,4.53
2011-04-22 05:00:00,8.39
2011-04-22 06:00:00,49.55
2011-04-22 07:00:00,140.54
2011-04-22 08:00:00,242.07
2011-04-22 09:00:00,107.93
2011-04-22 10:00:00,103.92
2011-04-22 11:00:00,77.56
2011-04-22 12:00:00,91.89
2011-04-22 13:00:00,62.55
2011-04-22 14:00:00,26.7
2011-04-22 15:00:00,60.84
2011-04-22 16:00:00,97.24
2011-04-22 17:00:00,142.89
2011-04-22 18:00:00,99.42
2011-04-22 19:00:00,89.82
2011-04-22 20:00:00,71.14
2011-04-22 21:00:00,55.47
2011-04-22 22:00:00,47.59
2011-04-22 23:00:00,46.15
2011-04-23 00:00:00,31.23
2011-04-23 01:00:00,24.77
2011-04-23 02:00:00,22.68
2011-04-23 03:00:00,16.82
2011-04-23 04:00:00,5.39
2011-04-23 05:00:00,5.37
